node,conceptualized_node,node_type
has maintenance record,"keep track of, service history, record history",relation
is acted on to add,"adds to, alter, augment",relation
has a CPU utilization of,"use, utilize, consume

relation: is a friend of
your answer:

    know, link to, bond with",relation
handles the maintenance record for,"cares for, manages, oversees",relation
performs action on,"act upon, manipulate, influence, affect

relation: has attribute
your answer:
possess, feature, characterize",relation
sets priority for H1、H2、H3,"organize, arrange, rank, sort",relation
has been maintained by,"uphold, preserve, sustain",relation
has task,"responsibility, assignment, duty, obligation",relation
包含錯誤,"contain flaw, have mistake",relation
notes,"record, jot down, write",relation
encountered by,"meet with, face, interact with, come across",relation
is confirmed by,"verify, validate, substantiate",relation
patched,"fix, repair, mend, remedy",relation
created,"formulated, generated, produced, made, constructed",relation
experienced sudden increase,"surged, spiked, escalated",relation
conducted the maintenance report on,"oversee, perform, manage",relation
is currently processing,"ongoing, handling, managing",relation
after,"post, succeed",relation
has on-site work item,"physical task, field duty, presence required, on-site responsibility",relation
調整,"adapt, modify, alter",relation
is the time for,"occur at, happen during, arrive at",relation
是,"to be

is",relation
will be adjusted for its destination,"adapted for, modified for, configured for, tailored to",relation
引發,"cause, trigger, induce, bring about, provoke",relation
at the same time as,"concurrently, simultaneously, coincide",relation
建議進行升版,"advise update, recommend upgrade",relation
patches vulnerabilities in,"fix security holes, address weaknesses, resolve issues",relation
impacts,"affects, influences, alters",relation
requires new,"demands creation, necessitates innovation",relation
requires checking in,"need verification, confirm attendance, validate presence",relation
關閉,"halt, shut down, end",relation
Before,"precede, precede in time, happen earlier, occur prior to",relation
is duration of,"lasts, length, span",relation
開始時間,"commence point, initiate instant, start moment",relation
After,"subsequent, following, later",relation
conducted,"perform, carry out, lead, direct, execute",relation
到,"arrive at, reach to, go towards",relation
uses,"employs, utilizes, operates, implements",relation
is adjusted with,"modify, align, fit, reconcile",relation
observes,"watch, notice, monitor, detect",relation
processes,"manage, handle, carry out, perform",relation
will update version of,"revise, upgrade, modify",relation
complete,"finish, accomplish, fulfill, relation: depend on
your answer:
relies on, take for granted, contingent upon",relation
檢查,"inspect, examine, review, assess",relation
planned to visit on,"scheduled for, intend to see, arrange to go",relation
starts at,"beginning from, commence by, originate at",relation
performed by,"execute, accomplish, conduct, carry out",relation
關於,"about, concern, relate to",relation
is participated by,"hosted, involve, attended to",relation
requires assistance for,"need help with, need support for, call for aid, demand service",relation
has block category report,"generate report, have a report, issue a report",relation
spanned the time frame for,"cover the period of, span duration, include time span",relation
handles maintenance for,"oversee upkeep, manage care, support operations",relation
is manually restarted by,"be reinvigorated by, be revivified by, , be reactivated by",relation
split into,"divide into, segment into, break up",relation
進行維護紀錄,"maintain logs, keep records, document maintenance",relation
will add fields for,"add data to, augment with attributes",relation
has worked until,"served through, ended at, lasted till

relation: is similar to
your answer: resemble, parallel, correspond",relation
needs no adjustments for,"suitable for, compatible with, fits, requires no changes

            relation: is a symptom of
            your answer:
             indicates, sign of, suggests",relation
has report,"submit, provide, deliver, generate",relation
removed,"departed, eliminated, relation: used for

your answer:
purpose, function, intended use.",relation
Updates,"refreshes, renews, modifies",relation
is working on building,"constructing, developing, crafting, fabricating, making",relation
because,"result from, due to, cause by, arise from",relation
is the duration of,"lasts for, spans over, cover time

relation: is the location of
your answer:
contains, resides at, is situated",relation
provides,"give, offers, supplies",relation
進行,"carry out, execute, perform",relation
average use is,"typical consumption, standard usage, regular application",relation
maintains,"upholds, preserves, sustains",relation
處理了,"deal with, manage, address",relation
start,"begin, initiate, commence",relation
建議擴充,"expand, enlarge, augment",relation
conducted on,"hosted by, carried out at, took place at",relation
updated,"modified, renewed, revised, amended",relation
is processed by,"be handled by, be dealt with, undergo treatment, be transformed by",relation
upgrades to,"advances to, improves to, enhances to",relation
is maintained by,"sustained by, upheld by, preserved by, overseen by",relation
described,"narrate, detail, portray, depict",relation
completed,"accomplished, fullfilled, did",relation
at the same time,"concurrently, simultaneously, coincide
relation: is greater than

your answer:
exceeds, surpasses, more than",relation
send,"dispatch, transmit, convey",relation
導致,"trigger, cause, lead to induce",relation
other assets are being set to,"assign, allocate

relation: is used for
your answer:
purpose
function",relation
has a status of,"own state, hold condition, possess rank",relation
執行工作項目,"carry out, perform tasks",relation
works from,"operate from, be based at, function from",relation
has worked on,contributed to; collaborated on; handled,relation
to,"towards, direction, relate
            relation: is contained in
your answer: holds, consist of",relation
have,"possess, own, maintain",relation
涉及,"involve with, associate with, relate to",relation
check,"verify, examine, inspect",relation
requests,"ask for, demands, solicit, petition",relation
暴增,"increase, surge, spike",relation
reopened,"resumed, restarted, revitalized",relation
is not updated from,"lag behind, outdate, differ from",relation
recommends,"advocates for, favors, endorses",relation
is the disk utilization of,"consume, occupy, capacity usage",relation
包括,"contain, encompass, cover",relation
重新報到,report again,relation
affects,"altered, change, influences, modifies, act upon",relation
has service at,"provide for, assist, support, aid",relation
ends at,"completes at, halts at, stops at",relation
upgraded,"level up, enhance, improve, advance",relation
associated with,"link to, connect to, relate to, link with",relation
tests,"evaluate, assess, examine",relation
isUpdatedBy,"modify, revise, alter, change",relation
sets up,"establish, create, form.",relation
processed by,"be handled, be treated, undergo, address",relation
預計下次的時間,"estimate future, predict next, foresee upcoming",relation
adds,"integrate, increase, supplement",relation
is the subject of,"focus on, revolve around, pertain to",relation
included in,"contain part of, made up of, comprise of",relation
lists,"enumerate, catalog, itemize",relation
ended at,"close out, conclude, culminate",relation
deleted data from,"erase content from, remove information from, purge details from",relation
確認,"verify, check, confirm, validate",relation
受到,"accept, experience, undergo",relation
occurs at,"happen during, take place in, transpire at, unfold in, materialize during",relation
